Symbol,Company Name,"Market capitalization as on March 31, 2023
(Rs in Lakhs)",Symbol.NS
PANACEABIO,PANACEA BIOTEC LIMITED (XNSE:PANACEABIO),66426.43,PANACEABIO.NS
JAIBALAJI,JAI BALAJI INDUSTRIES LIMITED (XNSE:JAIBALAJI),66253.11,JAIBALAJI.NS
RML,RANE (MADRAS) LIMITED (XNSE:RML),66118.31,RML.NS
JETAIRWAYS,Jet Airways (India) Limited,65432.09,JETAIRWAYS.NS
TRACXN,Tracxn Technologies Ltd (XNSE:TRACXN),65301.93,TRACXN.NS
KHAICHEM,KHAITAN CHEMICALS AND FERTILIZERS LIMITED (XNSE:KHAICHEM),65031.26,KHAICHEM.NS
TNPETRO,TAMILNADU PETROPRODUCTS LIMITED (XNSE:TNPETRO),64329.6,TNPETRO.NS
ONWARDTEC,ONWARD TECHNOLOGIES LIMITED (XNSE:ONWARDTEC),64317.25,ONWARDTEC.NS
TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED (XNSE:TFCILTD),64119.25,TFCILTD.NS
ONMOBILE,ONMOBILE GLOBAL LIMITED (XNSE:ONMOBILE),63972.55,ONMOBILE.NS
GANDHITUBE,GANDHI SPECIAL TUBES LIMITED (XNSE:GANDHITUBE),63217.25,GANDHITUBE.NS
TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED (XNSE:TEXINFRA),62821.31,TEXINFRA.NS
MEDICO,MEDICO REMEDIES LIMITED (XNSE:MEDICO),62279.49,MEDICO.NS
TVSELECT,TVS ELECTRONICS LIMITED (XNSE:TVSELECT),61900.41,TVSELECT.NS
HEUBACHIND,HEUBACH COLORANTS INDIA LIMITED (XNSE:HEUBACHIND),61397.58,HEUBACHIND.NS
VINYLINDIA,VINYL CHEMICALS (INDIA) LIMITED (XNSE:VINYLINDIA),61145.1,VINYLINDIA.NS
PARACABLES,PARAMOUNT COMMUNICATIONS LIMITED (XNSE:PARACABLES),60391.21,PARACABLES.NS
FOODSIN,Foods & Inns Limited,60361.84,FOODSIN.NS
HLVLTD,HLV LIMITED (XNSE:HLVLTD),60322.28,HLVLTD.NS
COFFEEDAY,COFFEE DAY ENTERPRISES LIMITED (XNSE:COFFEEDAY),60312.37,COFFEEDAY.NS
APEX,APEX FROZEN FOODS LIMITED (XNSE:APEX),60218.75,APEX.NS
YUKEN,YUKEN INDIA LIMITED (XNSE:YUKEN),60210,YUKEN.NS
ELIN,ELIN ELECTRONICS LTD. (XNSE:ELIN),59864.19,ELIN.NS
MONARCH,MONARCH NETWORTH CAPITAL LIMITED (XNSE:MONARCH),59785.85,MONARCH.NS
DMCC,DMCC Speciality Chemicals Limited (XNSE:DMCC),59581.5,DMCC.NS
CHEVIOT,Cheviot Company Limited,59374.52,CHEVIOT.NS
XCHANGING,XCHANGING SOLUTIONS LIMITED (XNSE:XCHANGING),59266.78,XCHANGING.NS
VISAKAIND,VISAKA INDUSTRIES LTD. (XNSE:VISAKAIND),59083.57,VISAKAIND.NS
SUMMITSEC,Summit Securities Limited (XNSE:SUMMITSEC),59038.6,SUMMITSEC.NS
SUKHJITS,THE SUKHJIT STARCH AND CHEMICALS LIMITED (XNSE:SUKHJITS),58816.83,SUKHJITS.NS
INDIANHUME,THE INDIAN HUME PIPE COMPANY LIMITED (XNSE:INDIANHUME),58790.64,INDIANHUME.NS
JUBLINDS,Jubilant Industries Limited (XNSE:JUBLINDS),58467.89,JUBLINDS.NS
ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LTD. (XNSE:ASALCBR),58341.58,ASALCBR.NS
DECCANCE,DECCAN CEMENTS LTD (XNSE:DECCANCE),58257.19,DECCANCE.NS
JAYBARMARU,JAY BHARAT MARUTI LIMITED (XNSE:JAYBARMARU),57567.35,JAYBARMARU.NS
COOLCAPS,COOL CAPS INDUSTRIES LIMITED (XNSE:COOLCAPS),57522.56,COOLCAPS.NS
APOLLO,APOLLO MICRO SYSTEMS LIMITED (XNSE:APOLLO),57495.2,APOLLO.NS
ELDEHSG,ELDECO HOUSING AND INDUSTRIES LIMITED (XNSE:ELDEHSG),57419.8,ELDEHSG.NS
HERCULES,HERCULES HOISTS LIMITED (XNSE:HERCULES),57088,HERCULES.NS
4THDIM,FOURTH DIMENSION SOLUTIONS LIMITED (XNSE:4THDIM),56920.13,4THDIM.NS
KRITI,KRITI INDUSTRIES (INDIA)LIMITED (XNSE:KRITI),56424,KRITI.NS
AGSTRA,AGS TRANSACT TECHNOLOGIES LIMITED (XNSE:AGSTRA),56331.03,AGSTRA.NS
NAHARPOLY,NAHAR POLY FILMS LIMITED (XNSE:NAHARPOLY),56208.15,NAHARPOLY.NS
MANINDS,MAN INDUSTRIES (INDIA) LIMITED (XNSE:MANINDS),55955.94,MANINDS.NS
ENIL,Entertainment Network (India) Limited,55679.04,ENIL.NS
SYNCOMF,SYNCOM FORMULATIONS (INDIA) LIMITED (XNSE:SYNCOMF),55460,SYNCOMF.NS
KAMOPAINTS,KAMDHENU VENTURES LIMITED (XNSE:KAMOPAINTS),55217.78,KAMOPAINTS.NS
NAGAFERT,NAGARJUNA FERTILIZERS AND CHEMICALS LTD. (XNSE:NAGAFERT),55021.98,NAGAFERT.NS
SCPL,SHEETAL COOL PRODUCTS LIMITED (XNSE:SCPL),54993.75,SCPL.NS
HPL,HPL ELECTRIC & POWER LIMITED (XNSE:HPL),54494.66,HPL.NS
INDOAMIN,INDO AMINES LIMITED (XNSE:INDOAMIN),54401.77,INDOAMIN.NS
DCMSRIND,DCM SHRIRAM INDUSTRIES LIMITED (XNSE:DCMSRIND),54109.14,DCMSRIND.NS
MENONBE,MENON BEARINGS LIMITED (XNSE:MENONBE),54050.58,MENONBE.NS
VASCONEQ,VASCON ENGINEERS LIMITED (XNSE:VASCONEQ),54003.3,VASCONEQ.NS
VLSFINANCE,V L S FINANCE LIMITED (XNSE:VLSFINANCE),53914.93,VLSFINANCE.NS
BALAXI,BALAXI PHARMACEUTICALS LIMITED (XNSE:BALAXI),53870.3,BALAXI.NS
ZEEMEDIA,Zee Media Corporation Limited (XNSE:ZEEMEDIA),53786.87,ZEEMEDIA.NS
CREATIVE,CREATIVE NEWTECH LIMITED (XNSE:CREATIVE),53676,CREATIVE.NS
KRISHIVAL,Empyrean Cashews Limited,53615.14,KRISHIVAL.NS
SNOWMAN,SNOWMAN LOGISTICS LIMITED (XNSE:SNOWMAN),53468.16,SNOWMAN.NS
KOPRAN,KOPRAN LIMITED (XNSE:KOPRAN),53274.92,KOPRAN.NS
SHREYAS,SHREYAS SHIPPING AND LOGISTICS LIMITED (XNSE:SHREYAS),52555.36,SHREYAS.NS
REFEX,REFEX INDUSTRIES LIMITED (XNSE:REFEX),52548.4,REFEX.NS
KSOLVES,KSOLVES INDIA LIMITED (XNSE:KSOLVES),52433.16,KSOLVES.NS
GFLLIMITED,GFL LIMITED (XNSE:GFLLIMITED),52288.6,GFLLIMITED.NS
SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED (XNSE:SPECTRUM),52163.45,SPECTRUM.NS
RUSHIL,Rushil Decor Limited,52114.59,RUSHIL.NS
IRISDOREME,IRIS CLOTHINGS LIMITED (XNSE:IRISDOREME),51764.72,IRISDOREME.NS
BINDALAGRO,Oswal Chemicals & Fertilizers Limited,51361.83,BINDALAGRO.NS
SELMC,SEL MANUFACTURING COMPANY LIMITED (XNSE:SELMC),51275.95,SELMC.NS
BHAGERIA,BHAGERIA INDUSTRIES LIMITED (XNSE:BHAGERIA),51063.69,BHAGERIA.NS
ZUARI,ZUARI AGRO CHEMICALS LIMITED (XNSE:ZUARI),50974.3,ZUARI.NS
TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED (XNSE:TALBROAUTO),50512.15,TALBROAUTO.NS
RUBYMILLS,"RUBIUS THERAPEUTICS, INC. (OTCM:RUBY)",50511.12,RUBYMILLS.NS
OSWALSEEDS,SHREEOSWAL SEEDS AND CHEMICALS LIMITED (XNSE:OSWALSEEDS),49508.14,OSWALSEEDS.NS
DPWIRES,D P WIRES LIMITED (XNSE:DPWIRES),49312.9,DPWIRES.NS
SMSPHARMA,SMS PHARMACEUTICALS LIMITED (XNSE:SMSPHARMA),49309.81,SMSPHARMA.NS
DHARMAJ,DHARMAJ CROP GUARD LIMITED (XNSE:DHARMAJ),48938.48,DHARMAJ.NS
RBL,Rane Brake Lining Limited,48744.57,RBL.NS
GOYALALUM,GOYAL ALUMINIUMS LIMITED (XNSE:GOYALALUM),48700.42,GOYALALUM.NS
NRL,NUPUR RECYCLERS LIMITED (XNSE:NRL),48208.15,NRL.NS
MIRZAINT,MIRZA INTERNATIONAL LIMITED (XNSE:MIRZAINT),48163.36,MIRZAINT.NS
VIKASLIFE,Vikas Lifecare Limited (XNSE:VIKASLIFE),48104.87,VIKASLIFE.NS
WINDLAS,WINDLAS BIOTECH LIMITED (XNSE:WINDLAS),47558.72,WINDLAS.NS
HITECHGEAR,THE HI-TECH GEARS LIMITED (XNSE:HITECHGEAR),47407.97,HITECHGEAR.NS
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited (XNSE:SHREEPUSHK),46869.55,SHREEPUSHK.NS
SPENCERS,SPENCER'S RETAIL LIMITED (XNSE:SPENCERS),46691.89,SPENCERS.NS
KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD (XNSE:KANORICHEM),46555.25,KANORICHEM.NS
JPOLYINVST,JINDAL POLY INVESTMENT AND FINANCE COMPANY LIMITED (XNSE:JPOLYINVST),46504.77,JPOLYINVST.NS
ASAL,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED (XNSE:ASAL),46498.55,ASAL.NS
SILVERTUC,SILVER TOUCH TECHNOLOGIES LIMITED (XNSE:SILVERTUC),46342.71,SILVERTUC.NS
3IINFOLTD,3i Infotech Limited (XNSE:3IINFOLTD),46243.93,3IINFOLTD.NS
MALLCOM,MALLCOM (INDIA) LTD (XNSE:MALLCOM),45795.36,MALLCOM.NS
CREST,CREST VENTURES LIMITED (XNSE:CREST),45377.75,CREST.NS
REPRO,REPRO INDIA LIMITED (XNSE:REPRO),45369.99,REPRO.NS
MARINE,MARINE ELECTRICALS (INDIA) LIMITED (XNSE:MARINE),45284.02,MARINE.NS
KECL,KIRLOSKAR ELECTRIC COMPANY LIMITED (XNSE:KECL),45261.19,KECL.NS
DENORA,DE NORA INDIA LIMITED (XNSE:DENORA),45210.98,DENORA.NS
EXXARO,Exxaro Tiles Ltd (XBOM:543327),45121.37,EXXARO.NS
MAGADSUGAR,MAGADH SUGAR & ENERGY LIMITED (XNSE:MAGADSUGAR),44980.48,MAGADSUGAR.NS
ASIANTILES,ASIAN GRANITO INDIA LIMITED (XBOM:532888),44424.23,ASIANTILES.NS
JAYAGROGN,JAYANT AGRO-ORGANICS LIMITED (XNSE:JAYAGROGN),44025,JAYAGROGN.NS
DIGISPICE,DIGISPICE TECHNOLOGIES LIMITED (XNSE:DIGISPICE),43992.87,DIGISPICE.NS
BBTCL,B&B TRIPLEWALL CONTAINERS LIMITED (XNSE:BBTCL),43935.08,BBTCL.NS
PREMEXPLN,PREMIER EXPLOSIVES LIMITED (XNSE:PREMEXPLN),43476.68,PREMEXPLN.NS
SWELECTES,SWELECT ENERGY SYSTEMS LIMITED (XNSE:SWELECTES),43240.36,SWELECTES.NS
KELLTONTEC,KELLTON TECH SOLUTIONS LIMITED (XNSE:KELLTONTEC),42521.82,KELLTONTEC.NS
MUTHOOTCAP,MUTHOOT CAPITAL SERVICES LIMITED (XNSE:MUTHOOTCAP),42335.95,MUTHOOTCAP.NS
APCL,ANJANI PORTLAND CEMENT LIMITED (XNSE:APCL),42182.16,APCL.NS
ASIANENE,ASIAN ENERGY SERVICES LIMITED (XNSE:ASIANENE),42053.22,ASIANENE.NS
DONEAR,DONEAR INDUSTRIES LIMITED (XNSE:DONEAR),41912,DONEAR.NS
ADSL,ALLIED DIGITAL SERVICES LIMITED (XNSE:ADSL),41615.99,ADSL.NS
BANSWRAS,BANSWARA SYNTEX LTD (XNSE:BANSWRAS),41472.17,BANSWRAS.NS
NAHARCAP,NAHAR CAPITAL AND FINANCIAL SERVICES LIMITED (XNSE:NAHARCAP),41471.88,NAHARCAP.NS
ICEMAKE,ICE MAKE REFRIGERATION LIMITED (XNSE:ICEMAKE),41374.47,ICEMAKE.NS
BAIDFIN,BAID FINSERV LIMITED (XNSE:BAIDFIN),41063.36,BAIDFIN.NS
STCINDIA,THE STATE TRADING CORPORATION OF INDIA LIMITED (XNSE:STCINDIA),41040,STCINDIA.NS
TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED (XNSE:TBZ),40772.41,TBZ.NS
SALZERELEC,SALZER ELECTRONICS LIMITED (XNSE:SALZERELEC),40588.16,SALZERELEC.NS
IFBAGRO,IFB AGRO INDUSTRIES LTD. (XNSE:IFBAGRO),40334.78,IFBAGRO.NS
PTL,PTL ENTERPRISES LIMITED (XNSE:PTL),40308.8,PTL.NS
ARIHANTCAP,ARIHANT CAPITAL MARKETS LIMITED (XNSE:ARIHANTCAP),40239.6,ARIHANTCAP.NS
CSLFINANCE,CSL FINANCE LIMITED (XNSE:CSLFINANCE),40159.09,CSLFINANCE.NS
JSLL,JEENA SIKHO LIFECARE LIMITED (XNSE:JSLL),40011.02,JSLL.NS
UNIVPHOTO,UNIVERSUS PHOTO IMAGINGS LIMITED (XNSE:UNIVPHOTO),39862.06,UNIVPHOTO.NS
HARDWYN,HARDWYN INDIA LIMITED (XNSE:HARDWYN),39856.5,HARDWYN.NS
DSSL,DYNACONS SYSTEMS AND SOLUTIONS LIMITED (XNSE:DSSL),39735.69,DSSL.NS
REVATHI,REVATHI EQUIPMENT LIMITED (XNSE:REVATHI),39351.95,REVATHI.NS
HCL-INSYS,HCL INFOSYSTEMS LIMITED (XNSE:HCL-INSYS),39340.59,HCL-INSYS.NS
PLASTIBLEN,PLASTIBLENDS INDIA LIMITED (XNSE:PLASTIBLEN),39243.69,PLASTIBLEN.NS
UNIDT,UNITED DRILLING TOOLS LIMITED (XNSE:UNIDT),39083.52,UNIDT.NS
CAREERP,CAREER POINT LIMITED (XNSE:CAREERP),39032.95,CAREERP.NS
ARROWGREEN,ARROW GREENTECH LIMITED (XNSE:ARROWGREEN),39009.86,ARROWGREEN.NS
SREEL,SREELEATHERS LIMITED (XNSE:SREEL),38923.58,SREEL.NS
SBC,SBC EXPORTS LIMITED (XNSE:SBC),38835.94,SBC.NS
RADIOCITY,MUSIC BROADCAST LIMITED (XNSE:RADIOCITY),38302.76,RADIOCITY.NS
SERVOTECH,SERVOTECH POWER SYSTEMS LIMITED (XNSE:SERVOTECH),38277.77,SERVOTECH.NS
SAKAR,SAKAR HEALTHCARE LIMITED (XNSE:SAKAR),38194.24,SAKAR.NS
BALAJITELE,BALAJI TELEFILMS LIMITED (XNSE:BALAJITELE),37519.39,BALAJITELE.NS
NXTDIGITAL,NXTDIGITAL LIMITED,37493.35,NXTDIGITAL.NS
GOACARBON,GOA CARBON LIMITED (XNSE:GOACARBON),37427.8,GOACARBON.NS
BIRLACABLE,BIRLA CABLE LIMITED (XNSE:BIRLACABLE),37380,BIRLACABLE.NS
RITCO,RITCO LOGISTICS LIMITED (XNSE:RITCO),37082.08,RITCO.NS
SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED (XNSE:SELAN),36996.8,SELAN.NS
ASCOM,ASCOM LEASING & INVESTMENTS LIMITED (XNSE:ASCOM),36899.67,ASCOM.NS
OSIAHYPER,OSIA HYPER RETAIL LIMITED (XNSE:OSIAHYPER),36660.55,OSIAHYPER.NS
HINDCOMPOS,HINDUSTAN COMPOSITES LIMITED (XNSE:HINDCOMPOS),36597.58,HINDCOMPOS.NS
DHANBANK,DHANLAXMI BANK LIMITED (XNSE:DHANBANK),36560.25,DHANBANK.NS
DYCL,DYNAMIC CABLES LIMITED (XNSE:DYCL),36554.25,DYCL.NS
DHUNINV,DHUNSERI INVESTMENTS LIMITED (XNSE:DHUNINV),36546.48,DHUNINV.NS
EIFFL,EURO INDIA FRESH FOODS LIMITED (XNSE:EIFFL),36381.6,EIFFL.NS
MUNJALAU,MUNJAL AUTO INDUSTRIES LIMITED (XNSE:MUNJALAU),36300,MUNJALAU.NS
NAHARINDUS,NAHAR INDUSTRIAL ENTERPRISES LIMITED (XNSE:NAHARINDUS),36050.8,NAHARINDUS.NS
DELPHIFX,DELPHI WORLD MONEY LIMITED (XNSE:DELPHIFX),36037.67,DELPHIFX.NS
URJA,URJA GLOBAL LIMITED (XNSE:URJA),35993.56,URJA.NS
PRIMESECU,PRIME SECURITIES LIMITED (XNSE:PRIMESECU),35851.81,PRIMESECU.NS
NECLIFE,NECTAR LIFE SCIENCES LIMITED (XNSE:NECLIFE),35769.62,NECLIFE.NS
NBIFIN,N. B. I. Industrial Finance Company Limited,35680.19,NBIFIN.NS
GRPLTD,GRP LIMITED (XNSE:GRPLTD),35599.99,GRPLTD.NS
MAWANASUG,Mawana Sugars Limited (XNSE:MAWANASUG),35244.29,MAWANASUG.NS
ZIMLAB,ZIM LABORATORIES LIMITED. (XNSE:ZIMLAB),35204.4,ZIMLAB.NS
PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITED (XNSE:PDMJEPAPER),35084.03,PDMJEPAPER.NS
ONEPOINT,ONE POINT ONE SOLUTIONS LIMITED (XNSE:ONEPOINT),35073.31,ONEPOINT.NS
MAXIND,MAX INDIA LIMITED (XNSE:MAXIND),35047.13,MAXIND.NS
SHYAMCENT,SHYAM CENTURY FERROUS LIMITED (XNSE:SHYAMCENT),35008.54,SHYAMCENT.NS
VARDHACRLC,VARDHMAN ACRYLICS LIMITED (XNSE:VARDHACRLC),34958.23,VARDHACRLC.NS
RADHIKAJWE,RADHIKA JEWELTECH LIMITED (XNSE:RADHIKAJWE),34939.8,RADHIKAJWE.NS
NPST,Network People Services Technologies Limited (XNSE:NPST),34936.8,NPST.NS
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED (XNSE:THEINVEST),34923.92,THEINVEST.NS
HTMEDIA,HT MEDIA LIMITED (XNSE:HTMEDIA),34795.87,HTMEDIA.NS
NRAIL,N R AGARWAL INDUSTRIES LIMITED (XNSE:NRAIL),34701.94,NRAIL.NS
RCOM,RELIANCE COMMUNICATIONS LIMITED (XNSE:RCOM),34569.16,RCOM.NS
DICIND,DIC INDIA LIMITED (XNSE:DICIND),34535.9,DICIND.NS
OSWALAGRO,OSWAL AGRO MILLS LIMITED (XNSE:OSWALAGRO),34498.34,OSWALAGRO.NS
POCL,PONDY OXIDES AND CHEMICALS LIMITED (XNSE:POCL),34479.1,POCL.NS
AARTISURF,Aarti Surfactants Limited,34410.77,AARTISURF.NS
SKMEGGPROD,SKM EGG PRODUCTS EXPORT INDIA LIMITED (XNSE:SKMEGGPROD),34400.15,SKMEGGPROD.NS
SOLEX,SOLEX ENERGY LIMITED (XNSE:SOLEX),34360,SOLEX.NS
DEEPENR,DEEP ENERGY RESOURCES LIMITED (XNSE:DEEPENR),34336,DEEPENR.NS
FCSSOFT,FCS SOFTWARE SOLUTIONS LIMITED (XNSE:FCSSOFT),34191.06,FCSSOFT.NS
MUNJALSHOW,MUNJAL SHOWA LIMITED (XNSE:MUNJALSHOW),34075.74,MUNJALSHOW.NS
KOTHARIPRO,KOTHARI PRODUCTS LIMITED. (XNSE:KOTHARIPRO),34051.85,KOTHARIPRO.NS
PONNIERODE,PONNI SUGARS (ERODE) LIMITED (XNSE:PONNIERODE),34032.54,PONNIERODE.NS
CHEMBOND,CHEMBOND CHEMICALS LIMITED (XNSE:CHEMBOND),34017.44,CHEMBOND.NS
USASEEDS,Upsurge Seeds Of Agriculture Ltd (XNSE:USASEEDS),33992.94,USASEEDS.NS
KERNEX,KERNEX MICROSYSTEMS (INDIA)LIMITED (XNSE:KERNEX),33878.15,KERNEX.NS
RANASUG,RANA SUGARS LIMITED (XNSE:RANASUG),33784.92,RANASUG.NS
CUPID,CUPID LIMITED (XNSE:CUPID),33751.81,CUPID.NS
BGRENERGY,BGR ENERGY SYSTEMS LIMITED (XNSE:BGRENERGY),33699.45,BGRENERGY.NS
GENUSPAPER,Genus Paper & Boards Limited (XNSE:GENUSPAPER),33554.94,GENUSPAPER.NS
GSS,GSS INFOTECH LIMITED (XNSE:GSS),33551.89,GSS.NS
PENINLAND,PENINSULA LAND LIMITED (XNSE:PENINLAND),33364.55,PENINLAND.NS
JYOTISTRUC,JYOTI STRUCTURES LIMITED (XNSE:JYOTISTRUC),33312.7,JYOTISTRUC.NS
ADVANIHOTR,ADVANI HOTELS AND RESORTS (INDIA) LIMITED (XNSE:ADVANIHOTR),33300.97,ADVANIHOTR.NS
KAYA,KAYA LIMITED (XNSE:KAYA),33221.98,KAYA.NS
KOTHARIPET,KOTHARI PETROCHEMICALS LIMITED. (XNSE:KOTHARIPET),33218.79,KOTHARIPET.NS
LIBERTSHOE,LIBERTY SHOES LIMITED (XNSE:LIBERTSHOE),33168.36,LIBERTSHOE.NS
KHADIM,KHADIM INDIA LIMITED (XNSE:KHADIM),33144.95,KHADIM.NS
PPL,PRAKASH PIPES LIMITED (XNSE:PPL),33138.88,PPL.NS
VIPCLOTHNG,VIP CLOTHING LIMITED (XNSE:VIPCLOTHNG),33121.2,VIPCLOTHNG.NS
NDRAUTO,NDR AUTO COMPONENTS LIMITED (XNSE:NDRAUTO),32996.16,NDRAUTO.NS
PROZONINTU,PROZONE INTU PROPERTIES LIMITED (XNSE:PROZONINTU),32733.32,PROZONINTU.NS
INDOBORAX,INDO BORAX & CHEMICALS LIMITED (XNSE:INDOBORAX),32715.76,INDOBORAX.NS
CONSOFINVT,CONSOLIDATED FINVEST & HOLDINGS LIMITED (XNSE:CONSOFINVT),32681.96,CONSOFINVT.NS
INDSWFTLAB,IND SWIFT LABORATORIES LIMITED (XNSE:INDSWFTLAB),32615.95,INDSWFTLAB.NS
ZUARIIND,ZUARI INDUSTRIES LIMITED (XNSE:ZUARIIND),32431.71,ZUARIIND.NS
GVKPIL,GVK POWER & INFRASTRUCTURE LIMITED (XNSE:GVKPIL),32361.72,GVKPIL.NS
SBGLP,SURATWWALA BUSINESS GROUP LIMITED (XNSE:SBGLP),32099.38,SBGLP.NS
HIRECT,HIND RECTIFIERS LIMITED (XNSE:HIRECT),32092.21,HIRECT.NS
CHEMFAB,CHEMFAB ALKALIS LIMITED (XNSE:CHEMFAB),32086.78,CHEMFAB.NS
GLOBAL,GLOBAL EDUCATION LIMITED (XNSE:GLOBAL),31640.37,GLOBAL.NS
ANNAPURNA,ANNAPURNA SWADISHT LIMITED (XNSE:ANNAPURNA),31604.14,ANNAPURNA.NS
INTLCONV,INTERNATIONAL CONVEYORS LIMITED (XNSE:INTLCONV),31463.91,INTLCONV.NS
EMKAYTOOLS,EMKAY TAPS AND CUTTING TOOLS LIMITED (XNSE:EMKAYTOOLS),31373.62,EMKAYTOOLS.NS
ORBTEXP,ORBIT EXPORTS LTD (XNSE:ORBTEXP),31371.81,ORBTEXP.NS
SOUTHWEST,SOUTH WEST PINNACLE EXPLORATION LIMITED (XNSE:SOUTHWEST),31166.98,SOUTHWEST.NS
KAMATHOTEL,KAMAT HOTELS (INDIA) LTD (XNSE:KAMATHOTEL),31013.04,KAMATHOTEL.NS
RAJMET,RAJNANDINI METAL LIMITED (XNSE:RAJMET),30965.76,RAJMET.NS
RAMAPHO,RAMA PHOSPHATES LIMITED (XNSE:RAMAPHO),30910.04,RAMAPHO.NS
OMINFRAL,OM INFRA LIMITED (XNSE:OMINFRAL),30865.37,OMINFRAL.NS
HMVL,Hindustan Media Ventures Limited (XNSE:HMVL),30831.54,HMVL.NS
AYMSYNTEX,AYM Syntex Limited (XNSE:AYMSYNTEX),30715.52,AYMSYNTEX.NS
MSPL,MSP STEEL & POWER LIMITED (XNSE:MSPL),30447.79,MSPL.NS
WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED (XNSE:WEALTH),30334.79,WEALTH.NS
UNITECH,UNITECH LIMITED (XNSE:UNITECH),30087.46,UNITECH.NS
WEBELSOLAR,Websol Energy System Limited (XNSE:WEBELSOLAR),29971.01,WEBELSOLAR.NS
NURECA,Nureca Ltd (XNSE:NURECA),29955.52,NURECA.NS
LYKALABS,LYKA LABS LIMITED (XNSE:LYKALABS),29938.02,LYKALABS.NS
GKWLIMITED,GKW LTD (XNSE:GKWLIMITED),29784.77,GKWLIMITED.NS
MHLXMIRU,MAHALAXMI RUBTECH LTD (XNSE:MHLXMIRU),29710.22,MHLXMIRU.NS
AURUM,AURUM PROPTECH LIMITED (XNSE:AURUM),29574.47,AURUM.NS
SKYGOLD,SKY GOLD LIMITED (XNSE:SKYGOLD),29271.7,SKYGOLD.NS
ALBERTDAVD,ALBERT DAVID LTD (XNSE:ALBERTDAVD),29252.06,ALBERTDAVD.NS
SHIVAUM,Shiv Aum Steels Ltd (XNSE:SHIVAUM),29240.86,SHIVAUM.NS
PAVNAIND,Pavna Industries Ltd (XNSE:PAVNAIND),29203.47,PAVNAIND.NS
CINELINE,CINELINE INDIA LIMITED (XNSE:CINELINE),29167.39,CINELINE.NS
KOTARISUG,KOTHARI SUGARS AND CHEMICALS LIMITED (XNSE:KOTARISUG),28928.11,KOTARISUG.NS
SHEMAROO,SHEMAROO ENTERTAINMENT LIMITED (XNSE:SHEMAROO),28908.31,SHEMAROO.NS
SILINV,SIL Investments Limited (XNSE:SILINV),28751.87,SILINV.NS
SKP,SKP BEARING INDUSTRIES LIMITED (XNSE:SKP),28718,SKP.NS
MMP,MMP INDUSTRIES LIMITED (XNSE:MMP),28603.34,MMP.NS
EQUIPPP,EQUIPPP SOCIAL IMPACT TECHNOLOGIES LIMITED (XNSE:EQUIPPP),28505.83,EQUIPPP.NS
MANORG,Mangalam Organics Limited (XNSE:MANORG),28489.61,MANORG.NS
CYBERTECH,CYBERTECH SYSTEMS AND SOFTWARE LIMITED (XNSE:CYBERTECH),28359.2,CYBERTECH.NS
TRIGYN,TRIGYN TECHNOLOGIES LIMITED (XNSE:TRIGYN),28292.09,TRIGYN.NS
SINTERCOM,SINTERCOM INDIA LIMITED (XNSE:SINTERCOM),28160.96,SINTERCOM.NS
JINDALPHOT,JINDAL PHOTO LIMITED (XNSE:JINDALPHOT),28005.23,JINDALPHOT.NS
SARLAPOLY,Sarla Performance Fibers Limited (XNSE:SARLAPOLY),27890,SARLAPOLY.NS
RUCHIRA,RUCHIRA PAPERS LIMITED (XNSE:RUCHIRA),27845.37,RUCHIRA.NS
ESSENTIA,INTEGRA ESSENTIA LIMITED (XNSE:ESSENTIA),27650.5,ESSENTIA.NS
MACPOWER,MACPOWER CNC MACHINES LIMITED (XNSE:MACPOWER),27591.47,MACPOWER.NS
AUTOIND,AUTOLINE INDUSTRIES LIMITED (XNSE:AUTOIND),27527.48,AUTOIND.NS
ORIENTABRA,ORIENT ABRASIVES LIMITED (XNSE:ORIENTABRA),27397.38,ORIENTABRA.NS
APOLSINHOT,APOLLO SINDOORI HOTELS LIMITED (XNSE:APOLSINHOT),27358.81,APOLSINHOT.NS
DYNPRO,DYNEMIC PRODUCTS LIMITED (XNSE:DYNPRO),27280.71,DYNPRO.NS
CLEDUCATE,CL EDUCATE LIMITED (XNSE:CLEDUCATE),27258.81,CLEDUCATE.NS
PARSVNATH,PARSVNATH DEVELOPERS LIMITED (XNSE:PARSVNATH),27198.82,PARSVNATH.NS
GSCLCEMENT,Gujarat Sidhee Cement Limited,27177.06,GSCLCEMENT.NS
MIRCELECTR,MIRC ELECTRONICS LIMITED (XNSE:MIRCELECTR),27136.93,MIRCELECTR.NS
